
Label=dB(v(Out4)/(V(Vid1)-V(Vid2))) vs F
LabelX=F
LabelY=dB(v(Out4)/(V(Vid1)-V(Vid2)))
Data Point Count=1001
F,F,F,dB(v(Out4)/(V(Vid1)-V(Vid2))),dB(v(Out4)/(V(Vid1)-V(Vid2)))
1.2189895989248851E+003, 1.2189895989248851E+003, 0.0000000000000000E+000, 4.6992387486921587E+001, 0.0000000000000000E+000
1.2359474334445295E+003, 1.2359474334445295E+003, 0.0000000000000000E+000, 4.6988456431260744E+001, 0.0000000000000000E+000
1.2531411749414353E+003, 1.2531411749414353E+003, 0.0000000000000000E+000, 4.6984418947112474E+001, 0.0000000000000000E+000
1.2705741052085614E+003, 1.2705741052085614E+003, 0.0000000000000000E+000, 4.6980272255982939E+001, 0.0000000000000000E+000
1.2882495516931540E+003, 1.2882495516931540E+003, 0.0000000000000000E+000, 4.6976013512483618E+001, 0.0000000000000000E+000
1.3061708881318618E+003, 1.3061708881318618E+003, 0.0000000000000000E+000, 4.6971639803010348E+001, 0.0000000000000000E+000
1.3243415351946853E+003, 1.3243415351946853E+003, 0.0000000000000000E+000, 4.6967148144461632E+001, 0.0000000000000000E+000
1.3427649611378849E+003, 1.3427649611378849E+003, 0.0000000000000000E+000, 4.6962535482885158E+001, 0.0000000000000000E+000
1.3614446824659715E+003, 1.3614446824659715E+003, 0.0000000000000000E+000, 4.6957798692187609E+001, 0.0000000000000000E+000
1.3803842646029068E+003, 1.3803842646029068E+003, 0.0000000000000000E+000, 4.6952934572778240E+001, 0.0000000000000000E+000
1.3995873225726405E+003, 1.3995873225726405E+003, 0.0000000000000000E+000, 4.6947939850263367E+001, 0.0000000000000000E+000
1.4190575216891150E+003, 1.4190575216891150E+003, 0.0000000000000000E+000, 4.6942811174093592E+001, 0.0000000000000000E+000
1.4387985782558687E+003, 1.4387985782558687E+003, 0.0000000000000000E+000, 4.6937545116241495E+001, 0.0000000000000000E+000
